#EventID,Time,latitude,longitude,depth,Author,Catalog,Contributor,ContributorID,MagType,mag,MagAuthor,EventLocationName
20230204_0000057,2023-02-04T08:22:18.2Z,37.45,36.33,5.0,EMSC,EMSC-RTS,EMSC,1217961,ml,2.9,EMSC,CENTRAL TURKEY
20230203_0000069,2023-02-03T11:05:08.9Z,37.2,36.42,5.0,EMSC,EMSC-RTS,EMSC,1217674,mb,4.2,EMSC,CENTRAL TURKEY
20230129_0000138,2023-01-29T16:12:39.1Z,35.78,35.73,10.0,EMSC,EMSC-RTS,EMSC,1216181,mb,4.3,EMSC,NEAR THE COAST OF SYRIA
20230125_0000039,2023-01-25T06:06:11.6Z,37.85,36.05,7.0,EMSC,EMSC-RTS,EMSC,1214536,ml,2.8,EMSC,CENTRAL TURKEY
20230125_0000031,2023-01-25T05:21:24.3Z,37.79,36.1,1.0,EMSC,EMSC-RTS,EMSC,1214525,ml,2.5,EMSC,CENTRAL TURKEY
20230124_0000218,2023-01-24T21:40:45.2Z,37.7,35.44,4.0,EMSC,EMSC-RTS,EMSC,1214411,ml,2.9,EMSC,CENTRAL TURKEY
20230122_0000023,2023-01-22T02:28:41.9Z,38.5,36.63,7.0,EMSC,EMSC-RTS,EMSC,1213365,ml,3.0,EMSC,CENTRAL TURKEY
20230121_0000210,2023-01-21T20:47:13.4Z,36.63,36.59,10.0,ISK,EMSC-RTS,ISK,1213272,ml,3.1,ISK,TURKEY-SYRIA BORDER REGION
20230121_0000097,2023-01-21T10:51:49.9Z,38.5,36.63,8.0,EMSC,EMSC-RTS,EMSC,1213117,ml,2.7,EMSC,CENTRAL TURKEY
20230119_0000199,2023-01-19T23:04:29.4Z,37.02,36.05,11.0,EMSC,EMSC-RTS,EMSC,1212569,ml,2.7,EMSC,CENTRAL TURKEY
20230118_0000128,2023-01-18T13:30:48.0Z,36.99,36.04,6.0,EMSC,EMSC-RTS,EMSC,1211989,ml,3.3,EMSC,TURKEY-SYRIA BORDER REGION
20230117_0000133,2023-01-17T18:22:40.1Z,37.32,36.39,5.0,EMSC,EMSC-RTS,EMSC,1211635,ml,3.1,EMSC,CENTRAL TURKEY
20230112_0000154,2023-01-12T20:40:52.0Z,35.69,36.75,10.0,EMSC,EMSC-RTS,EMSC,1209961,mb,4.3,EMSC,SYRIA
20230110_0000078,2023-01-10T08:54:02.1Z,37.41,34.53,8.0,ISK,EMSC-RTS,ISK,1208984,ml,2.7,ISK,CENTRAL TURKEY
20230105_0000098,2023-01-05T13:48:35.8Z,37.4,37.1,5.0,EMSC,EMSC-RTS,EMSC,1207242,ml,2.5,EMSC,CENTRAL TURKEY
20230103_0000160,2023-01-03T15:59:56.9Z,38.76,35.36,10.0,EMSC,EMSC-RTS,EMSC,1206648,ml,2.5,EMSC,CENTRAL TURKEY
20230102_0000008,2023-01-02T01:51:45.2Z,37.4,37.09,5.0,EMSC,EMSC-RTS,EMSC,1206034,ml,2.9,EMSC,CENTRAL TURKEY
20221228_0000050,2022-12-28T08:21:20.6Z,37.52,36.14,8.0,ISK,EMSC-RTS,ISK,1204509,ml,2.5,ISK,CENTRAL TURKEY
20221227_0000144,2022-12-27T18:15:07.1Z,37.38,37.11,6.0,EMSC,EMSC-RTS,EMSC,1204313,ml,3.6,EMSC,CENTRAL TURKEY
20221226_0000060,2022-12-26T08:03:26.2Z,37.21,36.08,6.0,EMSC,EMSC-RTS,EMSC,1203849,ml,2.9,EMSC,CENTRAL TURKEY
20221224_0000032,2022-12-24T02:23:51.2Z,37.43,37.16,7.0,EMSC,EMSC-RTS,EMSC,1203198,ml,2.6,EMSC,CENTRAL TURKEY
20221223_0000124,2022-12-23T17:23:35.1Z,37.26,36.96,2.0,EMSC,EMSC-RTS,EMSC,1203073,ml,4.0,EMSC,CENTRAL TURKEY
20221223_0000003,2022-12-23T00:40:11.5Z,37.43,37.18,7.0,EMSC,EMSC-RTS,EMSC,1202855,ml,2.6,EMSC,CENTRAL TURKEY
20221222_0000197,2022-12-22T22:19:00.9Z,37.47,37.18,2.0,EMSC,EMSC-RTS,EMSC,1202832,ml,3.5,EMSC,CENTRAL TURKEY
20221222_0000176,2022-12-22T19:24:55.8Z,37.43,37.18,11.0,EMSC,EMSC-RTS,EMSC,1202801,ml,3.0,EMSC,CENTRAL TURKEY
20221222_0000163,2022-12-22T18:33:12.2Z,37.43,37.17,6.0,EMSC,EMSC-RTS,EMSC,1202782,ml,2.6,EMSC,CENTRAL TURKEY
20221218_0000153,2022-12-18T18:13:08.6Z,36.39,36.48,10.0,EMSC,EMSC-RTS,EMSC,1201381,ml,4.8,EMSC,TURKEY-SYRIA BORDER REGION
20221213_0000017,2022-12-13T02:31:08.9Z,37.35,36.28,5.0,EMSC,EMSC-RTS,EMSC,1199367,ml,3.4,EMSC,CENTRAL TURKEY
20221207_0000159,2022-12-07T18:13:29.2Z,35.66,36.08,15.0,EMSC,EMSC-RTS,EMSC,1197577,ml,3.6,EMSC,SYRIA
20221122_0000172,2022-11-22T18:09:26.2Z,36.35,36.36,10.0,EMSC,EMSC-RTS,EMSC,1191860,ml,2.7,EMSC,TURKEY-SYRIA BORDER REGION
20221118_0000118,2022-11-18T14:11:14.3Z,36.5,35.67,16.0,ISK,EMSC-RTS,ISK,1190422,ml,2.5,ISK,CENTRAL TURKEY
20221117_0000014,2022-11-17T01:53:13.2Z,37.24,36.37,5.0,EMSC,EMSC-RTS,EMSC,1189857,ml,3.1,EMSC,CENTRAL TURKEY
20221116_0000153,2022-11-16T20:40:21.8Z,37.16,36.47,11.0,ISK,EMSC-RTS,ISK,1189782,ml,2.5,ISK,CENTRAL TURKEY
20221115_0000092,2022-11-15T13:54:35.1Z,36.94,36.98,5.0,EMSC,EMSC-RTS,EMSC,1189327,ml,3.0,EMSC,TURKEY-SYRIA BORDER REGION
20221112_0000136,2022-11-12T16:13:29.1Z,37.41,37.24,4.0,EMSC,EMSC-RTS,EMSC,1188271,ml,2.7,EMSC,CENTRAL TURKEY
20221102_0000074,2022-11-02T11:16:31.8Z,37.73,37.55,5.0,EMSC,EMSC-RTS,EMSC,1184893,ml,3.4,EMSC,CENTRAL TURKEY
20221028_0000164,2022-10-28T22:13:24.5Z,37.42,37.23,6.0,EMSC,EMSC-RTS,EMSC,1183463,ml,2.6,EMSC,CENTRAL TURKEY
20221027_0000011,2022-10-27T01:02:51.4Z,36.83,35.99,9.0,EMSC,EMSC-RTS,EMSC,1182900,ml,3.3,EMSC,CENTRAL TURKEY
20221023_0000104,2022-10-23T13:58:58.2Z,37.4,37.17,6.0,EMSC,EMSC-RTS,EMSC,1181850,ml,2.8,EMSC,CENTRAL TURKEY
20221023_0000057,2022-10-23T08:28:30.4Z,37.36,37.1,4.0,EMSC,EMSC-RTS,EMSC,1181783,ml,2.5,EMSC,CENTRAL TURKEY
20221021_0000107,2022-10-21T07:49:38.9Z,37.38,37.15,4.0,EMSC,EMSC-RTS,EMSC,1181208,ml,3.4,EMSC,CENTRAL TURKEY
20221020_0000187,2022-10-20T17:14:02.1Z,37.41,37.21,7.0,EMSC,EMSC-RTS,EMSC,1180969,mb,4.0,EMSC,CENTRAL TURKEY
20221020_0000150,2022-10-20T13:42:13.3Z,37.42,37.22,5.0,EMSC,EMSC-RTS,EMSC,1180915,ml,2.6,EMSC,CENTRAL TURKEY
20221020_0000115,2022-10-20T12:46:01.7Z,37.42,37.23,5.0,ISK,EMSC-RTS,ISK,1180879,ml,2.8,ISK,CENTRAL TURKEY
20221020_0000102,2022-10-20T12:05:34.1Z,37.41,37.22,4.0,EMSC,EMSC-RTS,EMSC,1180859,ml,3.2,EMSC,CENTRAL TURKEY
20221020_0000099,2022-10-20T11:34:59.2Z,37.38,37.22,6.0,EMSC,EMSC-RTS,EMSC,1180852,mb,4.3,EMSC,CENTRAL TURKEY
20221017_0000186,2022-10-17T23:16:23.0Z,37.0,35.98,8.0,EMSC,EMSC-RTS,EMSC,1180025,ml,3.3,EMSC,CENTRAL TURKEY
20221015_0000192,2022-10-15T21:13:34.9Z,37.34,36.24,5.0,EMSC,EMSC-RTS,EMSC,1179326,ml,2.7,EMSC,CENTRAL TURKEY
20221012_0000196,2022-10-12T23:07:52.5Z,37.34,36.23,1.0,ISK,EMSC-RTS,ISK,1178351,ml,2.5,ISK,CENTRAL TURKEY
20221012_0000194,2022-10-12T23:04:25.5Z,37.3,36.29,10.0,EMSC,EMSC-RTS,EMSC,1178348,ml,3.9,EMSC,CENTRAL TURKEY
20221011_0000160,2022-10-11T17:23:48.7Z,37.28,36.23,6.0,EMSC,EMSC-RTS,EMSC,1177960,ml,2.7,EMSC,CENTRAL TURKEY
20221011_0000146,2022-10-11T15:52:55.0Z,37.33,36.24,5.0,ISK,EMSC-RTS,ISK,1177943,ml,2.8,ISK,CENTRAL TURKEY
20221011_0000143,2022-10-11T15:48:46.8Z,37.31,36.3,11.0,EMSC,EMSC-RTS,EMSC,1177941,mw,5.0,EMSC,CENTRAL TURKEY
20221010_0000093,2022-10-10T13:07:30.3Z,37.33,36.28,5.0,EMSC,EMSC-RTS,EMSC,1177542,ml,3.8,EMSC,CENTRAL TURKEY
20221001_0000064,2022-10-01T06:01:36.8Z,36.39,37.42,9.0,ISK,EMSC-RTS,ISK,1174422,ml,3.1,ISK,TURKEY-SYRIA BORDER REGION
20221001_0000050,2022-10-01T05:24:38.7Z,36.56,37.49,14.0,ISK,EMSC-RTS,ISK,1174410,ml,2.9,ISK,TURKEY-SYRIA BORDER REGION
20221001_0000049,2022-10-01T05:22:37.1Z,36.56,37.68,7.0,ISK,EMSC-RTS,ISK,1174409,ml,2.9,ISK,TURKEY-SYRIA BORDER REGION
20220930_0000175,2022-09-30T16:18:29.5Z,36.96,35.97,5.0,ISK,EMSC-RTS,ISK,1174212,ml,3.3,ISK,CENTRAL TURKEY
20220930_0000037,2022-09-30T03:46:30.9Z,38.08,38.37,5.0,ISK,EMSC-RTS,ISK,1173993,ml,3.2,ISK,EASTERN TURKEY
20220924_0000050,2022-09-24T08:22:40.2Z,37.23,36.42,5.0,EMSC,EMSC-RTS,EMSC,1172038,ml,3.1,EMSC,CENTRAL TURKEY
20220921_0000187,2022-09-21T16:22:55.3Z,37.02,35.65,18.0,EMSC,EMSC-RTS,EMSC,1171219,ml,2.9,EMSC,CENTRAL TURKEY
20220920_0000215,2022-09-20T23:36:43.4Z,36.36,36.05,8.0,EMSC,EMSC-RTS,EMSC,1170955,ml,2.7,EMSC,TURKEY-SYRIA BORDER REGION
20220920_0000118,2022-09-20T13:15:56.3Z,36.59,38.48,7.0,DDA,EMSC-RTS,DDA,1170816,ml,2.0,DDA,TURKEY-SYRIA BORDER REGION
20220920_0000095,2022-09-20T11:01:03.9Z,37.23,36.38,8.0,DDA,EMSC-RTS,DDA,1170783,ml,2.0,DDA,CENTRAL TURKEY
20220920_0000090,2022-09-20T10:46:55.7Z,37.23,36.41,7.0,DDA,EMSC-RTS,DDA,1170773,ml,2.1,DDA,CENTRAL TURKEY
20220917_0000128,2022-09-17T14:14:49.6Z,35.56,36.31,10.0,EMSC,EMSC-RTS,EMSC,1169756,ml,2.7,EMSC,SYRIA
20220914_0000175,2022-09-14T16:51:20.4Z,37.46,36.98,5.0,EMSC,EMSC-RTS,EMSC,1168829,ml,2.6,EMSC,CENTRAL TURKEY
20220914_0000053,2022-09-14T05:39:18.6Z,38.94,35.76,4.0,EMSC,EMSC-RTS,EMSC,1168653,ml,2.6,EMSC,CENTRAL TURKEY
20220913_0000135,2022-09-13T13:55:51.8Z,38.01,36.98,7.0,DDA,EMSC-RTS,DDA,1168448,ml,2.3,DDA,CENTRAL TURKEY
20220910_0000267,2022-09-10T23:21:21.9Z,36.15,36.08,7.0,DDA,EMSC-RTS,DDA,1167576,ml,2.3,DDA,TURKEY-SYRIA BORDER REGION
20220910_0000052,2022-09-10T01:38:21.7Z,37.9,38.32,8.0,DDA,EMSC-RTS,DDA,1167267,ml,2.0,DDA,EASTERN TURKEY
20220909_0000083,2022-09-09T07:40:32.1Z,37.41,37.04,6.0,DDA,EMSC-RTS,DDA,1166903,ml,2.3,DDA,CENTRAL TURKEY
20220909_0000041,2022-09-09T00:15:40.4Z,37.32,37.57,17.0,DDA,EMSC-RTS,DDA,1166847,ml,2.2,DDA,CENTRAL TURKEY
20220907_0000050,2022-09-07T08:03:25.7Z,36.72,37.37,34.0,DDA,EMSC-RTS,DDA,1166149,ml,2.5,DDA,TURKEY-SYRIA BORDER REGION
20220905_0000133,2022-09-05T13:16:19.2Z,36.71,37.48,7.0,DDA,EMSC-RTS,DDA,1165595,ml,2.2,DDA,TURKEY-SYRIA BORDER REGION
20220903_0000067,2022-09-03T09:44:30.0Z,38.11,38.5,7.0,DDA,EMSC-RTS,DDA,1164900,ml,2.1,DDA,EASTERN TURKEY
20220902_0000139,2022-09-02T15:24:39.0Z,36.13,35.83,7.0,DDA,EMSC-RTS,DDA,1164676,ml,2.0,DDA,CENTRAL TURKEY
20220829_0000203,2022-08-29T21:10:36.1Z,37.62,38.27,7.0,DDA,EMSC-RTS,DDA,1163438,ml,2.0,DDA,EASTERN TURKEY
20220828_0000127,2022-08-28T13:10:18.3Z,38.12,38.48,11.0,DDA,EMSC-RTS,DDA,1162994,ml,2.2,DDA,EASTERN TURKEY
20220828_0000053,2022-08-28T07:28:19.0Z,37.45,36.98,5.0,EMSC,EMSC-RTS,EMSC,1162893,ml,2.6,EMSC,CENTRAL TURKEY
20220825_0000161,2022-08-25T21:31:44.4Z,37.1,34.68,10.0,DDA,EMSC-RTS,DDA,1162232,ml,2.1,DDA,CENTRAL TURKEY
20220822_0000146,2022-08-22T18:50:22.9Z,37.87,37.44,7.0,DDA,EMSC-RTS,DDA,1161327,ml,2.5,DDA,CENTRAL TURKEY
20220822_0000037,2022-08-22T06:03:00.2Z,37.87,37.41,12.0,EMSC,EMSC-RTS,EMSC,1161161,ml,2.5,EMSC,CENTRAL TURKEY
20220821_0000142,2022-08-21T19:26:33.5Z,38.31,37.19,11.0,DDA,EMSC-RTS,DDA,1161057,ml,2.2,DDA,CENTRAL TURKEY
20220820_0000134,2022-08-20T19:14:41.7Z,37.86,37.43,7.0,DDA,EMSC-RTS,DDA,1160803,ml,2.5,DDA,CENTRAL TURKEY
20220817_0000007,2022-08-17T00:52:00.8Z,37.39,35.95,13.0,EMSC,EMSC-RTS,EMSC,1159723,ml,2.5,EMSC,CENTRAL TURKEY
20220816_0000190,2022-08-16T22:23:13.7Z,37.46,36.96,3.0,EMSC,EMSC-RTS,EMSC,1159701,ml,2.9,EMSC,CENTRAL TURKEY
20220816_0000175,2022-08-16T20:53:32.6Z,37.48,36.96,8.0,EMSC,EMSC-RTS,EMSC,1159681,ml,3.7,EMSC,CENTRAL TURKEY
20220816_0000067,2022-08-16T09:25:39.0Z,38.64,35.77,7.0,DDA,EMSC-RTS,DDA,1159536,ml,2.0,DDA,CENTRAL TURKEY
20220815_0000192,2022-08-15T23:13:08.6Z,37.91,36.49,5.0,EMSC,EMSC-RTS,EMSC,1159418,ml,2.5,EMSC,CENTRAL TURKEY
20220815_0000106,2022-08-15T11:26:28.1Z,38.62,35.81,7.0,DDA,EMSC-RTS,DDA,1159285,ml,2.0,DDA,CENTRAL TURKEY
20220813_0000024,2022-08-13T03:50:48.5Z,37.46,36.98,7.0,EMSC,EMSC-RTS,EMSC,1158553,mb,4.3,EMSC,CENTRAL TURKEY
20220812_0000060,2022-08-12T06:48:47.1Z,37.2,36.8,8.0,DDA,EMSC-RTS,DDA,1158298,ml,2.2,DDA,CENTRAL TURKEY
20220809_0000107,2022-08-09T13:11:34.4Z,36.65,37.24,7.0,DDA,EMSC-RTS,DDA,1157546,ml,2.1,DDA,TURKEY-SYRIA BORDER REGION
20220808_0000189,2022-08-08T20:07:44.1Z,37.46,36.96,3.0,DDA,EMSC-RTS,DDA,1157321,ml,2.3,DDA,CENTRAL TURKEY
20220807_0000245,2022-08-07T08:37:58.0Z,38.92,37.76,28.0,ISK,EMSC-RTS,ISK,1161879,ml,2.5,ISK,CENTRAL TURKEY
20220805_0000176,2022-08-05T21:12:03.7Z,35.81,36.82,15.0,EMSC,EMSC-RTS,EMSC,1156474,ml,3.0,EMSC,SYRIA
20220805_0000066,2022-08-05T08:29:25.8Z,37.42,37.24,4.0,EMSC,EMSC-RTS,EMSC,1156338,ml,2.7,EMSC,CENTRAL TURKEY
20220803_0000236,2022-08-03T22:20:20.7Z,37.46,36.95,6.0,DDA,EMSC-RTS,DDA,1155957,ml,2.0,DDA,CENTRAL TURKEY
20220803_0000102,2022-08-03T10:48:55.6Z,37.45,36.97,4.0,DDA,EMSC-RTS,DDA,1155777,ml,2.0,DDA,CENTRAL TURKEY
20220802_0000205,2022-08-02T19:45:26.4Z,37.48,37.01,5.0,EMSC,EMSC-RTS,EMSC,1155569,ml,2.6,EMSC,CENTRAL TURKEY
20220802_0000185,2022-08-02T18:09:58.0Z,37.05,36.09,5.0,EMSC,EMSC-RTS,EMSC,1155545,ml,2.8,EMSC,CENTRAL TURKEY
20220802_0000076,2022-08-02T09:10:01.9Z,37.46,36.94,7.0,DDA,EMSC-RTS,DDA,1155384,ml,2.6,DDA,CENTRAL TURKEY
20220802_0000014,2022-08-02T01:25:54.9Z,37.47,36.99,4.0,ISK,EMSC-RTS,ISK,1155275,ml,3.1,ISK,CENTRAL TURKEY
20220802_0000001,2022-08-02T00:21:30.4Z,37.49,37.01,6.0,EMSC,EMSC-RTS,EMSC,1155246,ml,3.4,EMSC,CENTRAL TURKEY
20220801_0000072,2022-08-01T07:03:19.9Z,37.44,36.97,5.0,EMSC,EMSC-RTS,EMSC,1154981,ml,3.1,EMSC,CENTRAL TURKEY
20220801_0000024,2022-08-01T02:25:09.6Z,37.47,37.0,3.0,EMSC,EMSC-RTS,EMSC,1154899,ml,2.4,EMSC,CENTRAL TURKEY
20220801_0000020,2022-08-01T01:56:32.4Z,37.46,36.96,4.0,EMSC,EMSC-RTS,EMSC,1154893,ml,3.5,EMSC,CENTRAL TURKEY
20220731_0000144,2022-07-31T12:11:06.2Z,37.45,36.96,4.0,DDA,EMSC-RTS,DDA,1154732,ml,2.1,DDA,CENTRAL TURKEY
20220731_0000020,2022-07-31T01:19:45.0Z,37.46,36.94,5.0,DDA,EMSC-RTS,DDA,1154574,ml,2.4,DDA,CENTRAL TURKEY
20220730_0000189,2022-07-30T19:14:48.3Z,37.43,36.99,2.0,EMSC,EMSC-RTS,EMSC,1154478,ml,3.7,EMSC,CENTRAL TURKEY
20220730_0000164,2022-07-30T17:21:42.8Z,37.44,37.0,4.0,EMSC,EMSC-RTS,EMSC,1154449,ml,2.8,EMSC,CENTRAL TURKEY
20220728_0000025,2022-07-28T01:47:53.2Z,37.13,36.51,8.0,DDA,EMSC-RTS,DDA,1153548,ml,2.5,DDA,CENTRAL TURKEY
20220727_0000217,2022-07-27T20:18:54.6Z,37.45,36.97,2.0,DDA,EMSC-RTS,DDA,1153441,ml,2.0,DDA,CENTRAL TURKEY
20220727_0000214,2022-07-27T19:41:35.1Z,37.47,36.95,3.0,DDA,EMSC-RTS,DDA,1153437,ml,2.1,DDA,CENTRAL TURKEY
20220727_0000183,2022-07-27T17:20:58.5Z,37.47,36.94,2.0,DDA,EMSC-RTS,DDA,1153373,ml,2.5,DDA,CENTRAL TURKEY
20220727_0000182,2022-07-27T17:19:53.2Z,37.44,36.98,2.0,EMSC,EMSC-RTS,EMSC,1153372,ml,2.8,EMSC,CENTRAL TURKEY
20220727_0000168,2022-07-27T15:38:42.8Z,37.46,36.96,4.0,EMSC,EMSC-RTS,EMSC,1153352,ml,3.8,EMSC,CENTRAL TURKEY
20220727_0000097,2022-07-27T09:32:43.2Z,37.45,36.95,7.0,DDA,EMSC-RTS,DDA,1153249,ml,2.0,DDA,CENTRAL TURKEY
20220727_0000046,2022-07-27T05:34:07.9Z,37.46,36.99,3.0,EMSC,EMSC-RTS,EMSC,1153165,ml,2.7,EMSC,CENTRAL TURKEY
20220726_0000053,2022-07-26T06:11:00.6Z,37.45,36.99,3.0,EMSC,EMSC-RTS,EMSC,1152826,ml,4.4,EMSC,CENTRAL TURKEY
20220724_0000152,2022-07-24T18:58:13.6Z,36.7,36.58,15.0,EMSC,EMSC-RTS,EMSC,1152332,ml,2.3,EMSC,TURKEY-SYRIA BORDER REGION
20220724_0000088,2022-07-24T09:03:50.0Z,37.46,36.91,7.0,DDA,EMSC-RTS,DDA,1152224,ml,2.0,DDA,CENTRAL TURKEY
20220724_0000070,2022-07-24T08:10:58.5Z,37.43,36.97,5.0,EMSC,EMSC-RTS,EMSC,1152197,ml,2.8,EMSC,CENTRAL TURKEY
20220724_0000065,2022-07-24T08:02:03.2Z,37.44,36.96,5.0,EMSC,EMSC-RTS,EMSC,1152189,ml,2.8,EMSC,CENTRAL TURKEY
20220723_0000043,2022-07-23T06:03:27.1Z,36.69,36.59,10.0,DDA,EMSC-RTS,DDA,1151838,ml,2.2,DDA,TURKEY-SYRIA BORDER REGION
20220722_0000206,2022-07-22T20:38:01.4Z,36.68,36.6,6.0,EMSC,EMSC-RTS,EMSC,1151688,ml,3.5,EMSC,TURKEY-SYRIA BORDER REGION
20220722_0000003,2022-07-22T00:14:52.5Z,36.7,36.59,8.0,EMSC,EMSC-RTS,EMSC,1151327,ml,3.4,EMSC,TURKEY-SYRIA BORDER REGION
20220720_0000023,2022-07-20T03:41:07.6Z,37.46,36.97,2.0,EMSC,EMSC-RTS,EMSC,1150604,ml,2.7,EMSC,CENTRAL TURKEY
20220719_0000182,2022-07-19T18:51:25.3Z,37.42,37.24,5.0,ISK,EMSC-RTS,ISK,1150474,ml,2.6,ISK,CENTRAL TURKEY
20220719_0000094,2022-07-19T11:18:13.5Z,37.63,36.19,7.0,DDA,EMSC-RTS,DDA,1150346,ml,2.2,DDA,CENTRAL TURKEY
20220719_0000060,2022-07-19T06:52:19.3Z,38.89,38.24,7.0,EMSC,EMSC-RTS,EMSC,1150284,ml,3.6,EMSC,EASTERN TURKEY
20220719_0000015,2022-07-19T02:18:55.1Z,37.42,37.22,5.0,EMSC,EMSC-RTS,EMSC,1150224,ml,3.0,EMSC,CENTRAL TURKEY
20220718_0000157,2022-07-18T18:17:33.1Z,38.93,38.31,5.0,EMSC,EMSC-RTS,EMSC,1150126,ml,2.8,EMSC,EASTERN TURKEY
20220718_0000156,2022-07-18T18:16:16.8Z,38.86,38.2,2.0,EMSC,EMSC-RTS,EMSC,1150125,ml,2.6,EMSC,EASTERN TURKEY
20220717_0000167,2022-07-17T15:42:04.0Z,37.41,37.19,9.0,EMSC,EMSC-RTS,EMSC,1149742,ml,2.7,EMSC,CENTRAL TURKEY
20220716_0000169,2022-07-16T16:33:13.0Z,37.4,37.21,9.0,DDA,EMSC-RTS,DDA,1149373,ml,2.1,DDA,CENTRAL TURKEY
20220716_0000168,2022-07-16T16:06:42.4Z,37.39,37.21,9.0,DDA,EMSC-RTS,DDA,1149372,ml,2.0,DDA,CENTRAL TURKEY
20220715_0000116,2022-07-15T12:13:46.7Z,37.41,37.21,8.0,EMSC,EMSC-RTS,EMSC,1148896,ml,3.8,EMSC,CENTRAL TURKEY
20220715_0000117,2022-07-15T12:11:21.0Z,37.62,36.14,16.0,EMSC,EMSC-RTS,EMSC,1148899,ml,2.7,EMSC,CENTRAL TURKEY
20220715_0000113,2022-07-15T11:30:56.6Z,37.62,36.18,6.0,DDA,EMSC-RTS,DDA,1148889,ml,2.4,DDA,CENTRAL TURKEY
20220715_0000101,2022-07-15T10:43:26.8Z,37.62,36.19,12.0,EMSC,EMSC-RTS,EMSC,1148875,ml,2.8,EMSC,CENTRAL TURKEY
20220714_0000114,2022-07-14T12:55:12.5Z,37.38,37.21,8.0,DDA,EMSC-RTS,DDA,1148506,ml,2.1,DDA,CENTRAL TURKEY
20220714_0000053,2022-07-14T05:42:14.0Z,37.45,37.19,2.0,DDA,EMSC-RTS,DDA,1148418,ml,2.2,DDA,CENTRAL TURKEY
20220713_0000195,2022-07-13T21:17:33.7Z,37.41,37.22,8.0,DDA,EMSC-RTS,DDA,1148276,ml,2.2,DDA,CENTRAL TURKEY
20220713_0000173,2022-07-13T19:47:59.6Z,37.43,37.22,6.0,EMSC,EMSC-RTS,EMSC,1148244,ml,2.8,EMSC,CENTRAL TURKEY
20220713_0000169,2022-07-13T19:24:00.3Z,37.4,37.22,6.0,DDA,EMSC-RTS,DDA,1148239,ml,2.6,DDA,CENTRAL TURKEY
20220713_0000167,2022-07-13T19:08:19.2Z,37.39,37.22,7.0,DDA,EMSC-RTS,DDA,1148234,ml,2.5,DDA,CENTRAL TURKEY
20220713_0000164,2022-07-13T18:57:40.8Z,37.43,37.21,7.0,DDA,EMSC-RTS,DDA,1148229,ml,2.4,DDA,CENTRAL TURKEY
20220713_0000161,2022-07-13T18:56:07.7Z,37.41,37.22,8.0,DDA,EMSC-RTS,DDA,1148226,ml,2.5,DDA,CENTRAL TURKEY
20220713_0000154,2022-07-13T18:22:55.9Z,37.41,37.21,8.0,DDA,EMSC-RTS,DDA,1148213,ml,2.1,DDA,CENTRAL TURKEY
20220713_0000151,2022-07-13T18:15:51.4Z,37.39,37.17,13.0,EMSC,EMSC-RTS,EMSC,1148210,ml,3.6,EMSC,CENTRAL TURKEY
20220713_0000133,2022-07-13T15:49:51.6Z,37.44,37.21,7.0,DDA,EMSC-RTS,DDA,1148180,ml,2.3,DDA,CENTRAL TURKEY
20220713_0000123,2022-07-13T15:05:20.3Z,37.4,37.22,5.0,DDA,EMSC-RTS,DDA,1148164,ml,2.1,DDA,CENTRAL TURKEY
20220713_0000121,2022-07-13T14:58:24.7Z,37.39,37.2,1.0,DDA,EMSC-RTS,DDA,1148161,ml,2.1,DDA,CENTRAL TURKEY
20220713_0000120,2022-07-13T14:56:41.7Z,37.44,37.21,8.0,EMSC,EMSC-RTS,EMSC,1148160,ml,3.2,EMSC,CENTRAL TURKEY
20220713_0000053,2022-07-13T07:16:42.1Z,37.41,37.22,6.0,DDA,EMSC-RTS,DDA,1148043,ml,2.5,DDA,CENTRAL TURKEY
20220712_0000192,2022-07-12T20:49:30.1Z,38.27,34.95,7.0,DDA,EMSC-RTS,DDA,1147952,ml,2.1,DDA,CENTRAL TURKEY
20220712_0000073,2022-07-12T08:31:29.1Z,37.44,37.21,10.0,DDA,EMSC-RTS,DDA,1147749,ml,2.0,DDA,CENTRAL TURKEY
20220712_0000054,2022-07-12T07:01:51.0Z,36.11,35.81,18.0,EMSC,EMSC-RTS,EMSC,1147721,ml,2.7,EMSC,CENTRAL TURKEY
20220711_0000068,2022-07-11T09:23:47.2Z,37.33,36.86,6.0,DDA,EMSC-RTS,DDA,1147414,ml,3.0,DDA,CENTRAL TURKEY
20220710_0000039,2022-07-10T05:51:40.8Z,36.17,36.87,10.0,EMSC,EMSC-RTS,EMSC,1147022,ml,2.8,EMSC,TURKEY-SYRIA BORDER REGION
20220709_0000021,2022-07-09T01:52:12.8Z,37.8,37.69,3.0,DDA,EMSC-RTS,DDA,1146655,ml,2.2,DDA,CENTRAL TURKEY
20220708_0000155,2022-07-08T17:28:34.0Z,37.17,34.57,69.0,DDA,EMSC-RTS,DDA,1146531,ml,2.5,DDA,CENTRAL TURKEY
20220707_0000163,2022-07-07T18:55:02.7Z,36.73,35.96,7.0,DDA,EMSC-RTS,DDA,1146243,ml,2.2,DDA,CENTRAL TURKEY
20220707_0000059,2022-07-07T07:40:23.3Z,37.74,36.03,9.0,ISK,EMSC-RTS,ISK,1146084,ml,2.8,ISK,CENTRAL TURKEY
20220706_0000138,2022-07-06T14:26:06.6Z,38.82,37.81,7.0,DDA,EMSC-RTS,DDA,1145871,ml,2.1,DDA,CENTRAL TURKEY
