#EventID,Time,latitude,longitude,depth,Author,Catalog,Contributor,ContributorID,MagType,mag,MagAuthor,EventLocationName
20200415_0000068,2020-04-15T09:14:50.5Z,36.05,35.53,23.0,DDA,EMSC-RTS,DDA,848261,ml,2.3,DDA,CENTRAL TURKEY
20200415_0000060,2020-04-15T09:08:42.0Z,35.91,35.47,15.0,EMSC,EMSC-RTS,EMSC,848251,ml,3.1,EMSC,NEAR THE COAST OF SYRIA
20200415_0000066,2020-04-15T09:08:42.0Z,35.91,35.47,15.0,EMSC,EMSC-RTS,EMSC,848260,ml,3.1,EMSC,NEAR THE COAST OF SYRIA
20200415_0000058,2020-04-15T08:49:02.3Z,35.98,35.45,20.0,EMSC,EMSC-RTS,EMSC,848249,ml,2.3,EMSC,NEAR THE COAST OF SYRIA
20200415_0000059,2020-04-15T08:45:51.2Z,36.24,35.61,8.0,DDA,EMSC-RTS,DDA,848250,ml,2.1,DDA,CENTRAL TURKEY
20200415_0000057,2020-04-15T08:34:32.0Z,36.2,35.64,7.0,EMSC,EMSC-RTS,EMSC,848248,ml,3.0,EMSC,CENTRAL TURKEY
20200415_0000053,2020-04-15T08:18:36.8Z,35.88,35.48,10.0,EMSC,EMSC-RTS,EMSC,848238,mb,4.4,EMSC,NEAR THE COAST OF SYRIA
20200415_0000064,2020-04-15T07:56:54.4Z,35.79,35.58,40.0,DDA,EMSC-RTS,DDA,848255,ml,2.2,DDA,NEAR THE COAST OF SYRIA
20200415_0000051,2020-04-15T07:40:04.3Z,35.89,35.48,10.0,EMSC,EMSC-RTS,EMSC,848233,mb,4.7,EMSC,NEAR THE COAST OF SYRIA
20200415_0000029,2020-04-15T04:01:54.6Z,37.4,35.36,7.0,DDA,EMSC-RTS,DDA,848195,ml,2.0,DDA,CENTRAL TURKEY
20200415_0000022,2020-04-15T03:38:03.4Z,35.87,35.51,20.0,EMSC,EMSC-RTS,EMSC,848186,ml,2.7,EMSC,NEAR THE COAST OF SYRIA
20200415_0000017,2020-04-15T02:35:36.6Z,35.78,35.56,40.0,EMSC,EMSC-RTS,EMSC,848173,ml,2.8,EMSC,NEAR THE COAST OF SYRIA
20200415_0000023,2020-04-15T01:35:31.8Z,35.96,35.6,33.0,DDA,EMSC-RTS,DDA,848187,ml,2.0,DDA,NEAR THE COAST OF SYRIA
20200415_0000006,2020-04-15T00:52:01.5Z,35.88,35.6,40.0,EMSC,EMSC-RTS,EMSC,848153,ml,2.6,EMSC,NEAR THE COAST OF SYRIA
20200414_0000202,2020-04-14T23:41:00.7Z,35.86,35.54,10.0,EMSC,EMSC-RTS,EMSC,848183,ml,2.5,EMSC,NEAR THE COAST OF SYRIA
20200414_0000182,2020-04-14T22:55:21.8Z,35.81,35.66,7.0,DDA,EMSC-RTS,DDA,848123,ml,2.0,DDA,NEAR THE COAST OF SYRIA
20200414_0000180,2020-04-14T22:47:56.5Z,36.01,35.64,43.0,EMSC,EMSC-RTS,EMSC,848121,ml,3.0,EMSC,CENTRAL TURKEY
20200414_0000183,2020-04-14T22:37:56.2Z,35.85,35.47,10.0,EMSC,EMSC-RTS,EMSC,848118,mb,4.2,EMSC,NEAR THE COAST OF SYRIA
20200414_0000178,2020-04-14T21:38:20.4Z,37.54,35.96,7.0,DDA,EMSC-RTS,DDA,848119,ml,2.1,DDA,CENTRAL TURKEY
20200409_0000037,2020-04-09T04:32:10.8Z,37.5,36.02,7.0,DDA,EMSC-RTS,DDA,846366,ml,2.0,DDA,CENTRAL TURKEY
20200409_0000029,2020-04-09T03:55:04.2Z,37.47,36.01,7.0,DDA,EMSC-RTS,DDA,846353,ml,2.3,DDA,CENTRAL TURKEY
20200408_0000174,2020-04-08T19:58:32.1Z,37.45,36.01,17.0,DDA,EMSC-RTS,DDA,846264,ml,2.6,DDA,CENTRAL TURKEY
20200408_0000163,2020-04-08T18:27:40.5Z,37.46,36.01,20.0,DDA,EMSC-RTS,DDA,846245,ml,3.4,DDA,CENTRAL TURKEY
20200408_0000143,2020-04-08T15:48:13.8Z,37.48,35.99,7.0,DDA,EMSC-RTS,DDA,846220,ml,2.0,DDA,CENTRAL TURKEY
20200408_0000141,2020-04-08T15:46:43.5Z,37.47,36.01,20.0,DDA,EMSC-RTS,DDA,846218,ml,3.0,DDA,CENTRAL TURKEY
20200406_0000141,2020-04-06T18:07:16.5Z,37.68,37.45,7.0,DDA,EMSC-RTS,DDA,845640,ml,2.0,DDA,CENTRAL TURKEY
20200405_0000178,2020-04-05T19:35:58.6Z,38.05,37.93,7.0,DDA,EMSC-RTS,DDA,845338,ml,2.2,DDA,CENTRAL TURKEY
20200404_0000220,2020-04-04T20:01:56.5Z,37.47,37.17,2.0,DDA,EMSC-RTS,DDA,845062,ml,2.0,DDA,CENTRAL TURKEY
20200404_0000085,2020-04-04T08:08:01.3Z,38.71,38.15,5.0,EMSC,EMSC-RTS,EMSC,844893,ml,2.8,EMSC,EASTERN TURKEY
20200404_0000080,2020-04-04T06:49:08.9Z,37.95,36.33,10.0,EMSC,EMSC-RTS,EMSC,844887,ml,2.6,EMSC,CENTRAL TURKEY
20200404_0000051,2020-04-04T03:41:53.3Z,35.74,35.64,18.0,ISK,EMSC-RTS,ISK,844846,ml,2.6,ISK,NEAR THE COAST OF SYRIA
20200404_0000006,2020-04-04T01:12:29.7Z,37.36,36.24,5.0,EMSC,EMSC-RTS,EMSC,844784,ml,3.5,EMSC,CENTRAL TURKEY
20200403_0000212,2020-04-03T21:54:21.8Z,37.67,37.42,7.0,EMSC,EMSC-RTS,EMSC,844750,ml,3.0,EMSC,CENTRAL TURKEY
20200403_0000178,2020-04-03T18:26:35.2Z,35.94,35.51,10.0,EMSC,EMSC-RTS,EMSC,844704,ml,2.5,EMSC,NEAR THE COAST OF SYRIA
20200403_0000198,2020-04-03T18:20:39.3Z,35.87,35.6,6.0,DDA,EMSC-RTS,DDA,844733,ml,2.6,DDA,NEAR THE COAST OF SYRIA
20200403_0000177,2020-04-03T18:15:42.7Z,35.83,35.55,10.0,EMSC,EMSC-RTS,EMSC,844702,ml,4.8,EMSC,NEAR THE COAST OF SYRIA
20200403_0000150,2020-04-03T14:16:45.0Z,37.4,35.98,6.0,DDA,EMSC-RTS,DDA,844670,ml,2.0,DDA,CENTRAL TURKEY
20200402_0000166,2020-04-02T16:17:24.9Z,37.49,36.0,7.0,DDA,EMSC-RTS,DDA,844298,ml,2.3,DDA,CENTRAL TURKEY
20200331_0000149,2020-03-31T19:55:28.3Z,37.86,36.26,7.0,DDA,EMSC-RTS,DDA,843675,ml,2.6,DDA,CENTRAL TURKEY
20200331_0000132,2020-03-31T18:35:17.2Z,37.88,36.3,6.0,DDA,EMSC-RTS,DDA,843650,ml,2.5,DDA,CENTRAL TURKEY
20200331_0000129,2020-03-31T18:34:04.4Z,37.88,36.28,8.0,EMSC,EMSC-RTS,EMSC,843646,ml,2.8,EMSC,CENTRAL TURKEY
20200331_0000128,2020-03-31T18:29:22.1Z,37.85,36.25,7.0,DDA,EMSC-RTS,DDA,843645,mw,3.3,DDA,CENTRAL TURKEY
20200331_0000016,2020-03-31T01:43:31.4Z,36.29,35.95,20.0,DDA,EMSC-RTS,DDA,843493,ml,2.0,DDA,CENTRAL TURKEY
20200330_0000052,2020-03-30T07:33:52.0Z,37.84,36.28,7.0,DDA,EMSC-RTS,DDA,843220,ml,2.3,DDA,CENTRAL TURKEY
20200329_0000092,2020-03-29T11:24:48.5Z,37.42,35.94,7.0,DDA,EMSC-RTS,DDA,842941,ml,2.0,DDA,CENTRAL TURKEY
20200328_0000170,2020-03-28T19:34:37.6Z,37.41,35.89,7.0,DDA,EMSC-RTS,DDA,842766,ml,2.2,DDA,CENTRAL TURKEY
20200328_0000141,2020-03-28T15:07:37.2Z,37.74,37.47,7.0,DDA,EMSC-RTS,DDA,842718,ml,2.1,DDA,CENTRAL TURKEY
20200328_0000049,2020-03-28T07:06:32.9Z,37.49,36.0,25.0,EMSC,EMSC-RTS,EMSC,842588,ml,2.8,EMSC,CENTRAL TURKEY
20200327_0000174,2020-03-27T20:45:13.0Z,37.3,35.98,7.0,DDA,EMSC-RTS,DDA,842470,ml,2.0,DDA,CENTRAL TURKEY
20200327_0000143,2020-03-27T16:44:47.7Z,37.35,36.23,7.0,DDA,EMSC-RTS,DDA,842430,ml,2.3,DDA,CENTRAL TURKEY
20200327_0000120,2020-03-27T15:51:34.2Z,37.51,35.99,7.0,EMSC,EMSC-RTS,EMSC,842398,ml,2.8,EMSC,CENTRAL TURKEY
20200326_0000086,2020-03-26T12:36:50.6Z,37.54,35.99,7.0,EMSC,EMSC-RTS,EMSC,842039,ml,2.6,EMSC,CENTRAL TURKEY
20200326_0000083,2020-03-26T12:35:43.8Z,37.48,35.99,2.0,EMSC,EMSC-RTS,EMSC,842036,ml,2.6,EMSC,CENTRAL TURKEY
20200325_0000192,2020-03-25T19:56:14.7Z,37.41,35.95,7.0,DDA,EMSC-RTS,DDA,841825,ml,2.0,DDA,CENTRAL TURKEY
20200325_0000005,2020-03-25T00:28:59.5Z,37.15,36.33,9.0,EMSC,EMSC-RTS,EMSC,841557,ml,2.4,EMSC,CENTRAL TURKEY
20200325_0000062,2020-03-25T00:24:25.4Z,37.12,36.35,3.0,EMSC,EMSC-RTS,EMSC,841655,ml,3.3,EMSC,CENTRAL TURKEY
20200325_0000003,2020-03-25T00:23:32.3Z,37.14,36.34,7.0,EMSC,EMSC-RTS,EMSC,841554,ml,3.4,EMSC,CENTRAL TURKEY
20200324_0000183,2020-03-24T20:40:11.5Z,37.76,37.48,7.0,DDA,EMSC-RTS,DDA,841524,ml,2.2,DDA,CENTRAL TURKEY
20200324_0000100,2020-03-24T13:30:31.8Z,37.73,37.48,13.0,EMSC,EMSC-RTS,EMSC,841418,ml,3.2,EMSC,CENTRAL TURKEY
20200324_0000083,2020-03-24T11:58:58.4Z,37.74,37.46,8.0,DDA,EMSC-RTS,DDA,841397,ml,2.0,DDA,CENTRAL TURKEY
20200324_0000034,2020-03-24T05:20:32.2Z,37.91,35.1,8.0,EMSC,EMSC-RTS,EMSC,841315,ml,2.8,EMSC,CENTRAL TURKEY
20200324_0000030,2020-03-24T03:24:46.2Z,37.49,36.03,27.0,DDA,EMSC-RTS,DDA,841308,ml,2.5,DDA,CENTRAL TURKEY
20200322_0000053,2020-03-22T09:17:53.7Z,38.09,38.22,5.0,EMSC,EMSC-RTS,EMSC,840764,ml,2.6,EMSC,EASTERN TURKEY
20200322_0000050,2020-03-22T08:37:15.7Z,38.05,38.23,5.0,EMSC,EMSC-RTS,EMSC,840753,ml,2.8,EMSC,EASTERN TURKEY
20200321_0000098,2020-03-21T12:35:26.0Z,37.45,35.95,5.0,EMSC,EMSC-RTS,EMSC,840524,ml,2.8,EMSC,CENTRAL TURKEY
20200321_0000084,2020-03-21T10:44:04.3Z,37.46,35.99,7.0,DDA,EMSC-RTS,DDA,840505,ml,2.4,DDA,CENTRAL TURKEY
20200320_0000172,2020-03-20T19:31:46.2Z,37.47,36.01,20.0,EMSC,EMSC-RTS,EMSC,840322,ml,3.2,EMSC,CENTRAL TURKEY
20200319_0000213,2020-03-19T22:53:44.9Z,38.1,38.36,7.0,DDA,EMSC-RTS,DDA,840027,ml,2.3,DDA,EASTERN TURKEY
20200319_0000211,2020-03-19T20:47:52.2Z,37.44,36.01,7.0,DDA,EMSC-RTS,DDA,840023,ml,2.0,DDA,CENTRAL TURKEY
20200319_0000069,2020-03-19T10:35:50.3Z,37.48,35.96,7.0,DDA,EMSC-RTS,DDA,839817,ml,2.2,DDA,CENTRAL TURKEY
20200317_0000056,2020-03-17T08:35:45.7Z,36.93,36.72,7.0,DDA,EMSC-RTS,DDA,839146,ml,2.0,DDA,TURKEY-SYRIA BORDER REGION
20200317_0000052,2020-03-17T07:55:06.0Z,36.6,36.21,7.0,DDA,EMSC-RTS,DDA,839140,ml,2.0,DDA,TURKEY-SYRIA BORDER REGION
20200316_0000086,2020-03-16T12:35:34.7Z,37.45,36.02,7.0,EMSC,EMSC-RTS,EMSC,838919,ml,3.6,EMSC,CENTRAL TURKEY
20200316_0000021,2020-03-16T03:29:43.6Z,37.4,37.02,6.0,DDA,EMSC-RTS,DDA,838827,ml,2.4,DDA,CENTRAL TURKEY
20200316_0000006,2020-03-16T01:24:55.6Z,37.39,37.03,7.0,EMSC,EMSC-RTS,EMSC,838796,ml,3.1,EMSC,CENTRAL TURKEY
20200315_0000188,2020-03-15T21:23:14.3Z,37.31,37.47,4.0,DDA,EMSC-RTS,DDA,838791,ml,2.1,DDA,CENTRAL TURKEY
20200315_0000083,2020-03-15T12:06:05.8Z,37.47,36.0,7.0,EMSC,EMSC-RTS,EMSC,838641,ml,2.7,EMSC,CENTRAL TURKEY
20200315_0000078,2020-03-15T11:28:47.7Z,37.48,36.02,7.0,EMSC,EMSC-RTS,EMSC,838633,ml,2.8,EMSC,CENTRAL TURKEY
20200315_0000074,2020-03-15T11:16:49.8Z,37.47,35.99,7.0,EMSC,EMSC-RTS,EMSC,838625,ml,3.2,EMSC,CENTRAL TURKEY
20200315_0000075,2020-03-15T11:13:53.2Z,37.46,36.0,7.0,EMSC,EMSC-RTS,EMSC,838626,ml,2.8,EMSC,CENTRAL TURKEY
20200315_0000070,2020-03-15T10:35:38.3Z,37.49,36.02,19.0,EMSC,EMSC-RTS,EMSC,838616,mb,4.2,EMSC,CENTRAL TURKEY
20200314_0000178,2020-03-14T22:38:56.4Z,35.73,35.89,8.0,EMSC,EMSC-RTS,EMSC,838485,ml,2.8,EMSC,NEAR THE COAST OF SYRIA
20200314_0000095,2020-03-14T12:44:49.9Z,37.61,36.24,5.0,EMSC,EMSC-RTS,EMSC,838370,ml,3.3,EMSC,CENTRAL TURKEY
20200314_0000077,2020-03-14T09:49:09.9Z,37.48,35.97,7.0,DDA,EMSC-RTS,DDA,838347,ml,2.0,DDA,CENTRAL TURKEY
20200314_0000075,2020-03-14T09:47:20.2Z,37.5,36.05,5.0,EMSC,EMSC-RTS,EMSC,838342,ml,3.6,EMSC,CENTRAL TURKEY
20200312_0000144,2020-03-12T20:26:52.9Z,37.51,37.34,7.0,DDA,EMSC-RTS,DDA,837967,ml,2.4,DDA,CENTRAL TURKEY
20200312_0000062,2020-03-12T10:11:48.5Z,37.41,35.91,7.0,DDA,EMSC-RTS,DDA,837857,ml,2.4,DDA,CENTRAL TURKEY
20200311_0000084,2020-03-11T12:53:13.1Z,38.73,38.14,7.0,DDA,EMSC-RTS,DDA,837610,ml,2.0,DDA,EASTERN TURKEY
20200311_0000063,2020-03-11T10:38:58.0Z,38.0,35.21,6.0,DDA,EMSC-RTS,DDA,837582,ml,2.3,DDA,CENTRAL TURKEY
20200311_0000041,2020-03-11T06:17:44.4Z,38.73,38.18,7.0,EMSC,EMSC-RTS,EMSC,837532,ml,2.8,EMSC,EASTERN TURKEY
20200311_0000030,2020-03-11T04:22:14.4Z,37.7,37.4,7.0,DDA,EMSC-RTS,DDA,837519,ml,2.0,DDA,CENTRAL TURKEY
20200310_0000031,2020-03-10T04:27:28.3Z,37.24,36.42,19.0,EMSC,EMSC-RTS,EMSC,837253,ml,2.6,EMSC,CENTRAL TURKEY
20200309_0000042,2020-03-09T06:13:33.3Z,37.46,35.96,7.0,DDA,EMSC-RTS,DDA,836962,ml,2.0,DDA,CENTRAL TURKEY
20200307_0000131,2020-03-07T17:25:03.8Z,37.41,37.02,6.0,DDA,EMSC-RTS,DDA,836489,ml,2.0,DDA,CENTRAL TURKEY
20200304_0000163,2020-03-04T18:06:26.5Z,37.67,37.3,7.0,DDA,EMSC-RTS,DDA,835639,ml,2.1,DDA,CENTRAL TURKEY
20200303_0000057,2020-03-03T07:18:35.8Z,37.43,38.08,7.0,EMSC,EMSC-RTS,EMSC,835161,ml,3.0,EMSC,EASTERN TURKEY
20200301_0000117,2020-03-01T14:34:49.9Z,37.26,37.97,11.0,EMSC,EMSC-RTS,EMSC,834720,ml,3.4,EMSC,CENTRAL TURKEY
20200229_0000007,2020-02-29T01:25:15.7Z,37.49,36.31,12.0,DDA,EMSC-RTS,DDA,834298,ml,2.2,DDA,CENTRAL TURKEY
20200228_0000160,2020-02-28T15:39:24.3Z,36.15,36.02,10.0,EMSC,EMSC-RTS,EMSC,834187,ml,2.6,EMSC,TURKEY-SYRIA BORDER REGION
20200227_0000086,2020-02-27T11:31:31.4Z,37.19,37.43,7.0,DDA,EMSC-RTS,DDA,833783,ml,2.0,DDA,CENTRAL TURKEY
20200225_0000149,2020-02-25T18:07:44.9Z,38.01,38.25,7.0,EMSC,EMSC-RTS,EMSC,833281,ml,2.5,EMSC,EASTERN TURKEY
20200222_0000146,2020-02-22T17:52:30.9Z,37.67,35.36,9.0,EMSC,EMSC-RTS,EMSC,832285,ml,3.0,EMSC,CENTRAL TURKEY
20200222_0000139,2020-02-22T16:37:29.7Z,37.42,37.14,8.0,EMSC,EMSC-RTS,EMSC,832278,ml,2.7,EMSC,CENTRAL TURKEY
20200222_0000061,2020-02-22T06:38:42.2Z,37.65,35.36,7.0,DDA,EMSC-RTS,DDA,832187,ml,2.0,DDA,CENTRAL TURKEY
20200221_0000122,2020-02-21T14:55:19.5Z,36.92,36.75,7.0,DDA,EMSC-RTS,DDA,832018,ml,2.2,DDA,TURKEY-SYRIA BORDER REGION
20200221_0000120,2020-02-21T14:52:45.9Z,36.91,36.79,7.0,DDA,EMSC-RTS,DDA,832015,ml,2.2,DDA,TURKEY-SYRIA BORDER REGION
20200217_0000038,2020-02-17T05:39:28.6Z,36.13,36.24,9.0,DDA,EMSC-RTS,DDA,830644,ml,2.5,DDA,TURKEY-SYRIA BORDER REGION
20200216_0000058,2020-02-16T08:16:16.7Z,38.1,38.21,7.0,DDA,EMSC-RTS,DDA,830379,ml,2.3,DDA,EASTERN TURKEY
20200216_0000037,2020-02-16T03:02:02.0Z,35.76,37.41,7.0,DDA,EMSC-RTS,DDA,830353,ml,2.1,DDA,SYRIA
20200215_0000107,2020-02-15T13:31:19.0Z,36.53,35.85,5.0,DDA,EMSC-RTS,DDA,830195,ml,2.5,DDA,CENTRAL TURKEY
20200215_0000071,2020-02-15T10:03:37.5Z,37.34,37.11,10.0,DDA,EMSC-RTS,DDA,830149,ml,2.0,DDA,CENTRAL TURKEY
20200215_0000064,2020-02-15T09:44:56.0Z,37.3,37.14,5.0,DDA,EMSC-RTS,DDA,830139,ml,2.4,DDA,CENTRAL TURKEY
20200215_0000060,2020-02-15T08:45:28.9Z,38.77,38.16,7.0,DDA,EMSC-RTS,DDA,830132,ml,2.3,DDA,EASTERN TURKEY
20200215_0000040,2020-02-15T04:04:20.1Z,37.06,36.66,5.0,DDA,EMSC-RTS,DDA,830110,ml,2.2,DDA,CENTRAL TURKEY
20200213_0000129,2020-02-13T15:42:46.6Z,37.3,37.14,8.0,DDA,EMSC-RTS,DDA,829628,ml,2.0,DDA,CENTRAL TURKEY
20200212_0000152,2020-02-12T19:24:09.4Z,37.29,37.15,6.0,EMSC,EMSC-RTS,EMSC,829348,ml,2.6,EMSC,CENTRAL TURKEY
20200212_0000126,2020-02-12T15:52:33.8Z,37.44,37.16,7.0,EMSC,EMSC-RTS,EMSC,829314,ml,3.0,EMSC,CENTRAL TURKEY
20200211_0000020,2020-02-11T02:04:05.8Z,38.2,35.13,7.0,DDA,EMSC-RTS,DDA,828894,ml,2.0,DDA,CENTRAL TURKEY
20200209_0000226,2020-02-09T21:52:26.6Z,37.99,38.1,7.0,DDA,EMSC-RTS,DDA,828572,ml,2.3,DDA,EASTERN TURKEY
20200209_0000032,2020-02-09T04:11:21.6Z,38.21,36.15,7.0,DDA,EMSC-RTS,DDA,828327,ml,2.0,DDA,CENTRAL TURKEY
20200207_0000056,2020-02-07T05:23:46.6Z,38.79,38.18,6.0,DDA,EMSC-RTS,DDA,827672,ml,2.3,DDA,EASTERN TURKEY
20200205_0000075,2020-02-05T10:42:50.0Z,38.71,38.08,7.0,DDA,EMSC-RTS,DDA,827056,ml,2.0,DDA,EASTERN TURKEY
20200202_0000248,2020-02-02T23:44:04.8Z,37.47,37.14,7.0,EMSC,EMSC-RTS,EMSC,826154,ml,3.6,EMSC,CENTRAL TURKEY
20200202_0000026,2020-02-02T01:50:19.6Z,37.03,36.71,7.0,DDA,EMSC-RTS,DDA,825886,ml,2.4,DDA,CENTRAL TURKEY
