Time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-04T17:51:46.650Z,35.674,-117.5235,5.3,3.46,mlr,31,61,0.1006,0.14,ci,ci38443287,2019-09-26T14:30:09.040Z,"15km ENE of Ridgecrest, CA",earthquake,0.17,0.91,0.138,307,reviewed,ci,ci
2019-07-04T17:48:15.680Z,35.7053333,-117.5245,5.52,3.11,ml,17,98,0.1252,0.26,ci,ci37222572,2019-08-19T20:12:48.142Z,"13km WSW of Searles Valley, CA",earthquake,0.55,3.94,0.1,11,reviewed,ci,ci
2019-07-04T17:48:03.160Z,35.6365,-117.5518333,6.62,3.27,ml,16,131,0.08845,0.16,ci,ci37222564,2019-08-19T20:04:07.050Z,"11km E of Ridgecrest, CA",earthquake,0.28,0.92,0.184,9,reviewed,ci,ci
2019-07-04T17:47:54.970Z,35.7286667,-117.5606667,5.25,3.4,ml,28,57,0.09191,0.16,ci,ci37222556,2019-09-26T14:30:01.040Z,"15km WSW of Searles Valley, CA",earthquake,0.2,1.28,0.15,21,reviewed,ci,ci
2019-07-04T17:47:40.970Z,35.726,-117.5585,3.58,3.11,ml,26,75,0.095,0.17,ci,ci37222548,2019-08-19T19:55:39.109Z,"15km WSW of Searles Valley, CA",earthquake,0.24,0.67,0.072,16,reviewed,ci,ci
2019-07-04T17:47:17.810Z,35.7455,-117.5465,7.11,3.5,mlr,48,45,0.08144,0.15,ci,ci38443279,2022-06-16T17:42:21.084Z,"13km W of Searles Valley, CA",earthquake,0.13,0.36,0.137,44,reviewed,ci,ci
2019-07-04T17:46:49.960Z,35.6385,-117.6108333,10.97,3.07,ml,35,67,0.1258,0.15,ci,ci38443271,2019-09-26T14:30:09.040Z,"6km ENE of Ridgecrest, CA",earthquake,0.16,0.34,0.143,23,reviewed,ci,ci
2019-07-04T17:45:28.630Z,35.7348333,-117.5368333,10.34,3.21,ml,20,158,0.09462,0.16,ci,ci37222524,2019-08-19T18:09:52.072Z,"12km WSW of Searles Valley, CA",earthquake,0.34,0.64,0.119,16,reviewed,ci,ci
2019-07-04T17:45:23.950Z,35.7151667,-117.5473333,7.21,3.03,ml,20,91,0.1083,0.12,ci,ci37421989,2019-08-19T18:01:31.030Z,"14km WSW of Searles Valley, CA",earthquake,0.29,0.66,0.047,6,reviewed,ci,ci
2019-07-04T17:45:05.780Z,35.6976667,-117.4865,2.24,3.03,ml,19,86,0.1127,0.12,ci,ci37421997,2019-08-19T17:57:12.403Z,"11km SW of Searles Valley, CA",earthquake,0.2,0.35,0.095,11,reviewed,ci,ci
2019-07-04T17:44:32.820Z,35.6875,-117.5071667,1.54,3.86,mlr,65,23,0.1072,0.2,ci,ci38443255,2019-09-26T14:30:09.040Z,"13km SW of Searles Valley, CA",earthquake,0.13,0.35,0.158,244,reviewed,ci,ci
2019-07-04T17:43:29.200Z,35.6783,-117.5488,5.15,3.6,ml,,68,0.115,0.59,us,us70004a0z,2022-06-19T01:15:26.670Z,"12 km ENE of Ridgecrest, California",earthquake,0.8,3.4,0.226,7,reviewed,us,ci
2019-07-04T17:42:54.130Z,35.7301667,-117.5586667,7.84,3.22,ml,37,57,0.09104,0.16,ci,ci38443239,2019-09-26T14:30:09.040Z,"15km WSW of Searles Valley, CA",earthquake,0.16,0.73,0.113,30,reviewed,ci,ci
2019-07-04T17:41:20.850Z,35.7266667,-117.5288333,1.97,3.3,ml,25,95,0.105,0.24,ci,ci37421957,2019-09-26T14:31:14.040Z,"12km WSW of Searles Valley, CA",earthquake,0.35,0.68,0.126,7,reviewed,ci,ci
2019-07-04T17:40:51.720Z,35.6805,-117.4743333,7.09,3.13,ml,7,278,0.1681,0.23,ci,ci37259692,2020-02-15T01:00:40.218Z,"12km SSW of Searles Valley, CA",earthquake,1.63,19.59,0.152,4,reviewed,ci,ci
2019-07-04T17:40:46.140Z,35.7298333,-117.5548333,7.72,3.42,ml,15,89,0.09248,0.16,ci,ci37222516,2019-08-19T17:45:19.256Z,"14km WSW of Searles Valley, CA",earthquake,0.35,1.22,0.065,10,reviewed,ci,ci
2019-07-04T17:40:34.900Z,35.6948333,-117.5018333,2.04,3.54,ml,12,144,0.1128,0.1,ci,ci37222508,2019-08-19T17:37:31.677Z,"12km SW of Searles Valley, CA",earthquake,0.24,0.3,0.108,8,reviewed,ci,ci
2019-07-04T17:40:18.520Z,35.707,-117.5101667,8.66,4.13,mlr,37,61,0.1264,0.16,ci,ci38443231,2020-05-21T01:03:18.515Z,"12km SW of Searles Valley, CA",earthquake,0.18,0.65,0.136,17,reviewed,ci,ci
2019-07-04T17:40:02.250Z,35.7253333,-117.5708333,6.63,3.8,mlr,34,56,0.09278,0.16,ci,ci38443223,2019-09-26T14:30:09.040Z,"15km NE of Ridgecrest, CA",earthquake,0.18,0.59,0.142,34,reviewed,ci,ci
2019-07-04T17:39:51.740Z,35.6715,-117.5453333,2.27,3.11,ml,7,143,0.1085,0.23,ci,ci37259660,2020-02-14T22:31:54.687Z,"13km ENE of Ridgecrest, CA",earthquake,1.05,0.92,0.126,4,reviewed,ci,ci
2019-07-04T17:39:35.360Z,35.6876667,-117.4931667,10.96,3.69,mlr,34,63,0.1041,0.16,ci,ci38443215,2022-06-19T00:28:03.186Z,"12km SW of Searles Valley, CA",earthquake,0.21,0.39,0.194,39,reviewed,ci,ci
2019-07-04T17:39:33.310Z,35.5743333,-117.6366667,6.85,3.11,ml,8,195,0.1016,0.07,ci,ci37222404,2019-08-17T00:00:43.737Z,"6km SE of Ridgecrest, CA",earthquake,0.43,0.75,0.119,2,reviewed,ci,ci
2019-07-04T17:39:05.120Z,35.7168333,-117.6661667,5.17,3.25,ml,9,127,0.07286,0.1,ci,ci37259588,2020-02-14T21:29:30.902Z,"11km N of Ridgecrest, CA",earthquake,0.47,1.32,0.123,3,reviewed,ci,ci
2019-07-04T17:38:57.260Z,35.6698333,-117.5295,1.87,3.43,ml,9,95,0.0996,0.12,ci,ci37256196,2020-02-03T19:19:44.542Z,"14km ENE of Ridgecrest, CA",earthquake,0.34,0.43,0.036,5,reviewed,ci,ci
2019-07-04T17:38:47.760Z,35.6235,-117.596,8.55,3.5,ml,23,97,0.1151,0.14,ci,ci37222396,2021-02-19T19:16:34.113Z,"7km E of Ridgecrest, CA",earthquake,0.21,0.81,0.112,15,reviewed,ci,ci
2019-07-04T17:38:47.500Z,35.6215,-117.5782,9.7,3.5,ml,,,,0.62,us,us70004a0n,2019-09-26T14:30:09.040Z,"8 km E of Ridgecrest, California",earthquake,1.2,6.2,,,reviewed,ci,ci
2019-07-04T17:38:21.450Z,35.714,-117.476,1.74,3.73,mlr,22,88,0.1277,0.16,ci,ci37421941,2019-09-26T14:30:01.040Z,"9km SW of Searles Valley, CA",earthquake,0.24,0.43,0.263,120,reviewed,ci,ci
2019-07-04T17:37:55.500Z,35.7456667,-117.5516667,8.29,3.86,mlr,30,69,0.07924,0.13,ci,ci38443199,2019-09-26T14:30:09.040Z,"14km W of Searles Valley, CA",earthquake,0.17,0.48,0.187,25,reviewed,ci,ci
2019-07-04T17:37:46.320Z,35.6811667,-117.5261667,6.83,3.24,ml,7,135,0.1079,0.11,ci,ci37259580,2020-02-14T21:03:10.275Z,"15km SW of Searles Valley, CA",earthquake,0.46,1.37,0.086,3,reviewed,ci,ci
2019-07-04T17:37:25.640Z,35.6758333,-117.4575,15.82,4.01,mlr,27,66,0.08922,0.22,ci,ci37218996,2020-05-21T00:52:25.314Z,"11km SSW of Searles Valley, CA",earthquake,0.36,0.87,0.136,20,reviewed,ci,ci
2019-07-04T17:37:14.850Z,35.6655,-117.516,1.64,3.97,mlr,22,65,0.09019,0.16,ci,ci37222364,2019-09-26T14:30:00.040Z,"15km SW of Searles Valley, CA",earthquake,0.23,0.45,0.18,13,reviewed,ci,ci
2019-07-04T17:37:01.140Z,35.7105,-117.4773333,1.57,3.66,mlr,22,85,0.1243,0.12,ci,ci37222372,2019-09-26T14:30:01.040Z,"9km SW of Searles Valley, CA",earthquake,0.19,0.37,0.165,15,reviewed,ci,ci
2019-07-04T17:36:58.950Z,35.7258333,-117.5593333,5.3,3.41,ml,21,88,0.09493,0.11,ci,ci37222380,2019-08-16T20:30:44.430Z,"15km WSW of Searles Valley, CA",earthquake,0.24,1.24,0.101,6,reviewed,ci,ci
2019-07-04T17:36:04.360Z,35.7341667,-117.5741667,6.41,3.94,mlr,15,100,0.08358,0.19,ci,ci37255980,2020-02-14T20:02:47.885Z,"16km NE of Ridgecrest, CA",earthquake,0.38,1.03,0.135,6,reviewed,ci,ci
2019-07-04T17:35:52.170Z,35.687,-117.5061667,1.6,4.28,mlr,28,82,0.1065,0.15,ci,ci37218988,2019-09-26T14:30:00.040Z,"13km SW of Searles Valley, CA",earthquake,0.2,0.33,0.119,22,reviewed,ci,ci
2019-07-04T17:35:46.340Z,35.6936667,-117.437,7.65,3.63,ml,15,212,0.1786,0.14,ci,ci37222356,2020-02-03T19:40:42.355Z,"9km SSW of Searles Valley, CA",earthquake,0.64,2.11,0.065,2,reviewed,ci,ci
2019-07-04T17:35:17.430Z,35.6886667,-117.474,6.48,3.93,mlr,17,175,0.1024,0.15,ci,ci37255940,2020-02-14T01:18:09.526Z,"11km SW of Searles Valley, CA",earthquake,0.44,1.07,0.108,5,reviewed,ci,ci
2019-07-04T17:35:01.660Z,35.644,-117.5671667,4.64,4.49,mlr,41,74,0.103,0.15,ci,ci38443191,2022-06-19T00:27:31.177Z,"10km ENE of Ridgecrest, CA",earthquake,0.15,0.46,0.132,9,reviewed,ci,ci
2019-07-04T17:33:49.000Z,35.7053333,-117.5038333,10.5,6.4,mw,62,47,0.1233,0.16,ci,ci38443183,2023-11-21T19:13:15.781Z,"Ridgecrest Earthquake Sequence",earthquake,0.15,0.36,,6,reviewed,ci,ci
2019-07-04T17:02:55.340Z,35.7081667,-117.5036667,10.6,3.98,mw,82,23,0.126,0.16,ci,ci38443095,2022-01-13T05:24:16.222Z,"11km SW of Searles Valley, CA",earthquake,0.11,0.25,,6,reviewed,ci,ci
2019-06-16T01:48:53.270Z,36.1141667,-117.673,2.44,3.26,ml,40,39,0.07826,0.15,ci,ci38644688,2019-09-06T14:25:12.040Z,"26km ENE of Coso Junction, CA",earthquake,0.14,0.32,0.106,262,reviewed,ci,ci
2019-05-22T06:53:56.260Z,36.1191667,-117.6705,2.14,3.32,ml,42,39,0.0732,0.16,ci,ci38601472,2019-08-13T14:30:29.040Z,"26km ENE of Coso Junction, CA",earthquake,0.15,0.29,0.117,257,reviewed,ci,ci
2019-05-13T20:45:26.940Z,36.1205,-117.6701667,2.15,3.08,ml,47,39,0.07186,0.17,ci,ci38592680,2022-08-08T13:40:20.001Z,"26km ENE of Coso Junction, CA",earthquake,0.14,0.3,0.152,210,reviewed,ci,ci
2019-03-20T12:06:02.360Z,36.068,-117.6853333,0.19,3.2,ml,37,30,0.07758,0.2,ci,ci38277999,2019-06-06T18:54:05.040Z,"24km E of Coso Junction, CA",earthquake,0.18,0.33,0.133,240,reviewed,ci,ci
2019-01-31T03:13:36.090Z,35.365,-117.8708333,2.65,3.17,ml,51,41,0.09949,0.19,ci,ci38213159,2019-04-18T19:09:25.040Z,"21km W of Johannesburg, CA",earthquake,0.16,0.46,0.145,276,reviewed,ci,ci
2018-12-17T02:52:01.740Z,35.9568333,-116.7345,-0.34,3.62,ml,32,62,0.2346,0.19,ci,ci38164815,2019-02-23T20:20:50.040Z,"42km W of Shoshone, CA",earthquake,0.2,0.6,0.125,312,reviewed,ci,ci
2018-12-05T22:10:06.190Z,35.7286667,-117.0745,1.68,3.73,mw,54,38,0.2346,0.14,ci,ci38386992,2019-02-16T19:52:25.040Z,"28km E of Trona, CA",earthquake,0.12,0.49,,6,reviewed,ci,ci
2018-12-05T21:40:16.620Z,35.7303333,-117.0776667,0.84,4.2,mw,60,34,0.2316,0.17,ci,ci38386960,2019-02-16T19:52:25.040Z,"28km E of Trona, CA",earthquake,0.13,0.61,,6,reviewed,ci,ci
